speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
BDL,arctic_a0131,English,native,test,Providence had delivered him through the maelstrom., Providence had delivered him through the maelstrom.,providence had delivered him through the maelstrom,providence had delivered him through the maelstrom,0.0,0.0,0.0
BDL,arctic_a0132,English,native,test,A cry of joy burst from Philip's lips., A cry of joy burst from Philip's lips.,a cry of joy burst from philips lips,a cry of joy burst from philips lips,0.0,0.0,0.0
BDL,arctic_a0133,English,native,test,Philip began to feel that he had foolishly overestimated his strength., Philip began to feel that he had foolishly overestimated his strength.,philip began to feel that he had foolishly overestimated his strength,philip began to feel that he had foolishly overestimated his strength,0.0,0.0,0.0
BDL,arctic_a0134,English,native,test,He obeyed the pressure of her hand., He obeyed the pressure of her hand.,he obeyed the pressure of her hand,he obeyed the pressure of her hand,0.0,0.0,0.0
BDL,arctic_a0135,English,native,test,"I am going to surprise father, and you will go with Pierre.", I am going to surprise father and you will go with Pierre.,i am going to surprise father and you will go with pierre,i am going to surprise father and you will go with pierre,0.0,0.0,0.0
BDL,arctic_a0136,English,native,test,"About him, everywhere, were the evidences of luxury and of age.", about him everywhere were the evidences of luxury and of age.,about him everywhere were the evidences of luxury and of age,about him everywhere were the evidences of luxury and of age,0.0,0.0,0.0
BDL,arctic_a0137,English,native,test,Then he stepped back with a low cry of pleasure., Then he stepped back with a low cry of pleasure.,then he stepped back with a low cry of pleasure,then he stepped back with a low cry of pleasure,0.0,0.0,0.0
BDL,arctic_a0138,English,native,test,In the picture he saw each moment a greater resemblance to Jeanne., In the picture he saw each moment a greater resemblance to Jean.,in the picture he saw each moment a greater resemblance to jeanne,in the picture he saw each moment a greater resemblance to jean,0.08333333333333333,0.08333333333333333,0.0
BDL,arctic_a0139,English,native,test,He told himself that as he washed himself and groomed his disheveled clothes., He told himself that as he washed himself and groomed his disheveled clothes.,he told himself that as he washed himself and groomed his disheveled clothes,he told himself that as he washed himself and groomed his disheveled clothes,0.0,0.0,0.0
BDL,arctic_a0140,English,native,test,"Accept a father's blessing, and with it, this."," Accept the Father's blessing, and with it this.",accept a fathers blessing and with it this,accept the fathers blessing and with it this,0.125,0.125,0.034482758620689655
BDL,arctic_a0141,English,native,test,It seems like a strange pointing of the hand of God., It seems like a strange pointing of the hand of God.,it seems like a strange pointing of the hand of god,it seems like a strange pointing of the hand of god,0.0,0.0,0.0
BDL,arctic_a0142,English,native,test,"Such things had occurred before, he told Philip."," Such things had occurred before, he told Philip.",such things had occurred before he told philip,such things had occurred before he told philip,0.0,0.0,0.0
BDL,arctic_a0143,English,native,test,"Ah, I had forgotten, he exclaimed."," Ah, I had forgotten, he exclaimed.",ah i had forgotten he exclaimed,ah i had forgotten he exclaimed,0.0,0.0,0.0
BDL,arctic_a0144,English,native,test,But there was something even more startling than this resemblance., but there was something even more startling than this resemblance.,but there was something even more startling than this resemblance,but there was something even more startling than this resemblance,0.0,0.0,0.0
BDL,arctic_a0145,English,native,test,"I have to be careful of them, as they tear very easily.", I have to be careful of them as they tear very easily.,i have to be careful of them as they tear very easily,i have to be careful of them as they tear very easily,0.0,0.0,0.0
BDL,arctic_a0146,English,native,test,"Of course, that is uninteresting, she continued."," Of course, that is uninteresting, she continued.",of course that is uninteresting she continued,of course that is uninteresting she continued,0.0,0.0,0.0
BDL,arctic_a0147,English,native,test,A moment before he was intoxicated by a joy that was almost madness., a moment before he was intoxicated by a joy that was almost madness.,a moment before he was intoxicated by a joy that was almost madness,a moment before he was intoxicated by a joy that was almost madness,0.0,0.0,0.0
BDL,arctic_a0148,English,native,test,Now these things had been struck dead within him., Now these things had been struck dead within him.,now these things had been struck dead within him,now these things had been struck dead within him,0.0,0.0,0.0
BDL,arctic_a0149,English,native,test,For an instant he saw Pierre drawn like a silhouette against the sky.," For an instant, he saw Pierre drawn like a silhouette against the sky.",for an instant he saw pierre drawn like a silhouette against the sky,for an instant he saw pierre drawn like a silhouette against the sky,0.0,0.0,0.0
BDL,arctic_a0150,English,native,test,"Goodbye, Pierre, he shouted."," Goodbye Pierre, he shouted.",goodbye pierre he shouted,goodbye pierre he shouted,0.0,0.0,0.0
BDL,arctic_a0151,English,native,test,"And MacDougall was beyond the trail, with three weeks to spare.", and McDougall was beyond the trail with three weeks to spare.,and macdougall was beyond the trail with three weeks to spare,and mcdougall was beyond the trail with three weeks to spare,0.09090909090909091,0.09090909090909091,0.0
BDL,arctic_a0152,English,native,test,Philip thrust himself against it and entered., Philip thrust himself against it and entered.,philip thrust himself against it and entered,philip thrust himself against it and entered,0.0,0.0,0.0
BDL,arctic_a0153,English,native,test,MacDougall tapped his forehead suspiciously with a stubby forefinger., McDougal tapped his forehead suspiciously with a stubby forefinger.,macdougall tapped his forehead suspiciously with a stubby forefinger,mcdougal tapped his forehead suspiciously with a stubby forefinger,0.1111111111111111,0.1111111111111111,0.0
BDL,arctic_a0154,English,native,test,"He was smooth-shaven, and his hair and eyes were black.", He was smooth shaven and his hair and eyes were black.,he was smoothshaven and his hair and eyes were black,he was smooth shaven and his hair and eyes were black,0.2,0.18181818181818182,0.11764705882352941
BDL,arctic_a0155,English,native,test,"Won't you draw up, gentlemen."," Won't you draw up, gentlemen?",wont you draw up gentlemen,wont you draw up gentlemen,0.0,0.0,0.0
BDL,arctic_a0156,English,native,test,A strange fire burned in his eyes when Thorpe turned., A strange fire burned in his eyes when Thorpe turned.,a strange fire burned in his eyes when thorpe turned,a strange fire burned in his eyes when thorpe turned,0.0,0.0,0.0
BDL,arctic_a0157,English,native,test,"He had worshiped her, as Dante might have worshiped Beatrice."," He had worshipped her, as Dante might have worshipped Beatrice.",he had worshiped her as dante might have worshiped beatrice,he had worshipped her as dante might have worshipped beatrice,0.2,0.2,0.05128205128205128
BDL,arctic_a0158,English,native,test,Does that look good., Does that look good?,does that look good,does that look good,0.0,0.0,0.0
BDL,arctic_a0159,English,native,test,They look as though he had been drumming a piano all his life., They look as though he had been drumming a piano all his life.,they look as though he had been drumming a piano all his life,they look as though he had been drumming a piano all his life,0.0,0.0,0.0
BDL,arctic_a0160,English,native,test,You want to go over and see his gang throw dirt., You want to go over and see his gang throw dirt.,you want to go over and see his gang throw dirt,you want to go over and see his gang throw dirt,0.0,0.0,0.0
BDL,arctic_a0161,English,native,test,Take away their foreman and they wouldn't be worth their grub., take away their foreman and they wouldn't be worth their grub.,take away their foreman and they wouldnt be worth their grub,take away their foreman and they wouldnt be worth their grub,0.0,0.0,0.0
BDL,arctic_a0162,English,native,test,"That's the sub-foreman, explained Thorpe."," That's the subformin, explained Thorpe.",thats the subforeman explained thorpe,thats the subformin explained thorpe,0.2,0.2,0.0
BDL,arctic_a0163,English,native,test,Philip made no effort to follow., Phillip made no effort to follow.,philip made no effort to follow,phillip made no effort to follow,0.16666666666666666,0.16666666666666666,0.05
BDL,arctic_a0164,English,native,test,"He came first a year ago, and revealed himself to Jeanne.", He came first a year ago and revealed himself to Jean.,he came first a year ago and revealed himself to jeanne,he came first a year ago and revealed himself to jean,0.09090909090909091,0.09090909090909091,0.0
BDL,arctic_a0165,English,native,test,They are to attack your camp tomorrow night., they are to attack your camp tomorrow night.,they are to attack your camp tomorrow night,they are to attack your camp tomorrow night,0.0,0.0,0.0
BDL,arctic_a0166,English,native,test,Two days ago Jeanne learned where her father's men were hiding.," Two days ago, Jean learned where her father's men were hiding.",two days ago jeanne learned where her fathers men were hiding,two days ago jean learned where her fathers men were hiding,0.09090909090909091,0.09090909090909091,0.0
